CASEY	an officer and a gentleman	?
ESTHER	an officer and a gentleman	?
FOLEY	an officer and a gentleman	m
GROUP	an officer and a gentleman	?
JOE	an officer and a gentleman	?
LYNETTE	an officer and a gentleman	f
PAULA	an officer and a gentleman	f
PERRYMAN	an officer and a gentleman	?
SID	an officer and a gentleman	m
ZACK	an officer and a gentleman	m
BURNHAM	panic room	m
COP 1	panic room	?
EVAN	panic room	?
JUNIOR	panic room	m
LYDIA	panic room	?
MEG	panic room	f
RAOUL	panic room	m
SARAH	panic room	f
ALMA	panther	?
BEEFY COP	panther	?
BOBBY	panther	?
BOBBY SEALE	panther	?
BRIMMER	panther	m
CY	panther	m
DORSETT	panther	?
ELDRIDGE	panther	?
GARRY	panther	?
GENE	panther	?
HOOVER	panther	?
HUEY	panther	m
JUDGE	panther	m
RITA	panther	?
RODGERS	panther	?
ROSE	panther	?
ROY	panther	?
SABU	panther	?
TYRONE	panther	m
ANNE	the patriot	?
BILLINGS	the patriot	?
CHARLOTTE	the patriot	?
CONTINENTAL SERGEANT	the patriot	?
CORNWALLIS	the patriot	m
GABRIEL	the patriot	m
LEE	the patriot	?
MAJOR HALBERT	the patriot	?
MARGARET	the patriot	?
MARION	the patriot	m
NATHAN	the patriot	?
REV. OLIVER	the patriot	?
ROBINSON	the patriot	?
SUSAN	the patriot	?
TARLETON	the patriot	?
THOMAS	the patriot	?
WASHINGTON	the patriot	?
ELLIE	pet sematary	f
JUD	pet sematary	m
LOUIS	pet sematary	m
PASCOW	pet sematary	?
RACHEL	pet sematary	f
ANAMARIA	pirates of the caribbean	?
BARBOSSA	pirates of the caribbean	m
ELIZABETH	pirates of the caribbean	f
GIBBS	pirates of the caribbean	?
GILLETTE	pirates of the caribbean	?
JACK	pirates of the caribbean	m
MULLROY	pirates of the caribbean	?
MURTOGG	pirates of the caribbean	?
NORRINGTON	pirates of the caribbean	?
PINTEL	pirates of the caribbean	?
SWANN	pirates of the caribbean	?
WILL	pirates of the caribbean	m
ARGON	plastic man	?
KID	plastic man	?
LITTERBUG	plastic man	?
NEBBLEMAN	plastic man	?
O'BRIEN	plastic man	m
POPPY	plastic man	?
SIM	plastic man	?
SUSAN	plastic man	f
ANNE	platinum blonde	f
BINGY	platinum blonde	?
CONROY	platinum blonde	m
DAWSON	platinum blonde	m
GALLAGHER	platinum blonde	f
GRAYSON	platinum blonde	m
HANK	platinum blonde	?
MISS WILSON	platinum blonde	?
MRS. SCHUYLER	platinum blonde	?
SMYTHE	platinum blonde	?
STEW	platinum blonde	m
BETTY	pleasantville	f
BIFF	pleasantville	?
BIG BOB	pleasantville	?
BOB	pleasantville	m
BOY	pleasantville	?
DAN	pleasantville	?
DAVID	pleasantville	m
DICK VAN DYKE	pleasantville	m
GEORGE	pleasantville	m
HOWARD	pleasantville	?
JENNIFER	pleasantville	f
MARGARET	pleasantville	f
MARK	pleasantville	?
MR. JOHNSON	pleasantville	?
MR. SIMPSON	pleasantville	?
BARRY	punch-drunk love	m
CHECK OUT GIRL	punch-drunk love	?
CUSTOMER	punch-drunk love	?
DAVID	punch-drunk love	m
DEAN	punch-drunk love	?
ELIZABETH	punch-drunk love	f
KAREN	punch-drunk love	?
KATHLEEN	punch-drunk love	f
LANCE	punch-drunk love	m
LATISHA	punch-drunk love	?
LENA	punch-drunk love	f
MANAGER	punch-drunk love	m
OPERATOR	punch-drunk love	?
OPERATOR GIRL	punch-drunk love	f
OPERATOR VOICE	punch-drunk love	?
SEXY VOICE	punch-drunk love	?
VOICE	punch-drunk love	?
WALTER	punch-drunk love	?
ABBE DU MAUPAS	quills	?
CHARLOTTE	quills	?
CLEANTE	quills	?
COULMIER	quills	m
DELBEN�	quills	?
HORSEMAN	quills	?
INGENUE	quills	?
LIBERTINE	quills	?
MADAME LECLERC	quills	?
MADELEINE	quills	f
MONSIEUR PROUIX	quills	?
NAPOLEON	quills	?
RENEE PELAGIE	quills	f
ROYER-COLLARD	quills	m
SIMONE	quills	?
THE MARQUIS	quills	m
VALCOUR	quills	?
CAROLE LOMBARD	rko 281	f
HEARST	rko 281	m
JOSEPH COTTON	rko 281	?
LOUELLA	rko 281	?
MANK	rko 281	m
MARION	rko 281	f
MAYER	rko 281	?
PAUL STEWART	rko 281	?
SCHAEFER	rko 281	m
SHOP OWNER	rko 281	?
TOLAND	rko 281	?
WELLES	rko 281	m
1ST DEPUTY	raging bull	?
COMO	raging bull	?
EAGAN	raging bull	?
IRMA	raging bull	?
J.R.	raging bull	?
JAKE	raging bull	m
JOEY	raging bull	m
REPORTER	raging bull	?
SALVY	raging bull	?
TOMMY	raging bull	?
TONY	raging bull	?
VICKIE	raging bull	f
BABY SITTER	rear window	?
BRYCE	rear window	?
DOYLE	rear window	m
GUNNISON	rear window	?
JEFF	rear window	m
LISA	rear window	f
MRS. DOYLE	rear window	?
POLICE	rear window	?
STELLA	rear window	f
THORWALD	rear window	?
BUZZ	rebel without a cause	?
CHIEF	rebel without a cause	?
CRUNCH	rebel without a cause	?
FATHER	rebel without a cause	m
GENE	rebel without a cause	?
JIM	rebel without a cause	m
JUDY	rebel without a cause	f
JUDY'S FATHER	rebel without a cause	?
MOOSE	rebel without a cause	?
MOTHER	rebel without a cause	f
NEGRO WOMAN	rebel without a cause	?
OFFICER	rebel without a cause	?
PLATO	rebel without a cause	m
RAY	rebel without a cause	m
SERGEANT	rebel without a cause	?
ASHLEY	reindeer games	f
GABRIEL	reindeer games	m
JACK BANGS	reindeer games	?
JUMPY	reindeer games	?
MERLIN	reindeer games	?
NICK	reindeer games	m
OLD TIMER	reindeer games	?
PUG	reindeer games	?
RUDY	reindeer games	m
TEEN CLERK	reindeer games	?
WAITRESS	reindeer games	?
YOUNG GOVERNOR	reindeer games	?
ZOOK	reindeer games	?
COP	reservoir dogs	?
EDDIE	reservoir dogs	m
FREDDY	reservoir dogs	m
HOLDAWAY	reservoir dogs	m
JOE	reservoir dogs	m
MARVIN	reservoir dogs	?
MR. BLONDE	reservoir dogs	?
MR. BROWN	reservoir dogs	?
MR. ORANGE	reservoir dogs	m
MR. PINK	reservoir dogs	m
MR. WHITE	reservoir dogs	m
NICE GUY EDDIE	reservoir dogs	?
VIC	reservoir dogs	?
CLAY	roughshod	m
CLAYTON	roughshod	?
ELAINE	roughshod	?
FOWLER	roughshod	?
GARDNER	roughshod	?
GRAHAM	roughshod	?
HELEN	roughshod	f
LEDNOV	roughshod	?
MARY	roughshod	f
MCCALL	roughshod	?
MRS. WYATT	roughshod	?
STEVE	roughshod	m
WYATT	roughshod	?
ALEX	scary movie 2	?
BRENDA	scary movie 2	?
BUDDY	scary movie 2	m
CINDY	scary movie 2	f
DWIGHT	scary movie 2	m
FATHER MCFEELY	scary movie 2	?
HANSON	scary movie 2	?
HARRIS	scary movie 2	?
MCFEELY	scary movie 2	?
MOTHER	scary movie 2	?
PROFESSOR	scary movie 2	m
RAY	scary movie 2	?
SHORTY	scary movie 2	m
THEO	scary movie 2	?
TOMMY	scary movie 2	?
BIRDIE	serial mom	?
CHIP	serial mom	?
DAD	serial mom	m
DET. BRADFORD	serial mom	?
DET. MOORE	serial mom	?
DOTTIE	serial mom	f
MARVIN	serial mom	?
MISTY	serial mom	?
MOM	serial mom	f
MR. NAZLEROD	serial mom	?
MR. STERNER	serial mom	?
MR. STUBBINS	serial mom	?
MRS. ACKERMAN	serial mom	?
MRS. JENSON	serial mom	?
MRS. STERNER	serial mom	?
SCOTTY	serial mom	?
VENDOR	serial mom	?
YOUNG MAN	serial mom	?
AUGUST	the seventh victim	m
BRUNS	the seventh victim	?
DR. JUDD	the seventh victim	?
FRANCES	the seventh victim	f
GREGORY	the seventh victim	m
JACQUELINE	the seventh victim	?
JASON	the seventh victim	m
JUDD	the seventh victim	m
MARY	the seventh victim	f
MIMI	the seventh victim	?
MISS GOTTSCHALK	the seventh victim	?
MISS SUMMERS	the seventh victim	?
MR. BRUNS	the seventh victim	?
MRS. CORTEZ	the seventh victim	f
MRS. LOWOOD	the seventh victim	?
MRS. REDI	the seventh victim	?
MRS. ROMARI	the seventh victim	?
NANCY	the seventh victim	?
RADEAU	the seventh victim	?
ROMARI	the seventh victim	?
ANN	sex, lies, and videotape	f
CYNTHIA	sex, lies, and videotape	f
CYTNHIA	sex, lies, and videotape	?
DOCTOR	sex, lies, and videotape	m
GRAHAM	sex, lies, and videotape	m
JOHN	sex, lies, and videotape	m
MR. MILLER	sex, lies, and videotape	?
SECRETARY	sex, lies, and videotape	?
VOICE ON PHONE	sex, lies, and videotape	?
BETTS	shivers	?
BOY	shivers	?
DETECTIVE	shivers	?
FORSYTHE	shivers	?
GIRL	shivers	?
JANINE	shivers	?
MR. SPERGAZZI	shivers	?
PARKINS	shivers	?
ROLLO	shivers	m
ST. LUC	shivers	m
SUPER	shivers	?
TUDOR	shivers	?
ANSALONG	shock treatment	?
AUDIENCE	shock treatment	?
BERT	shock treatment	?
BETTY	shock treatment	f
BRAD	shock treatment	?
BRAD AND JANET	shock treatment	?
DAD	shock treatment	?
FARLEY	shock treatment	?
JANET	shock treatment	?
KIDS	shock treatment	?
MAC	shock treatment	?
MACY	shock treatment	?
MOM	shock treatment	?
NATION	shock treatment	?
NEELY	shock treatment	?
OLIVER	shock treatment	m
OLIVER AND BETTY	shock treatment	?
OSCAR	shock treatment	?
PARKER	shock treatment	?
RALPH	shock treatment	?
RICKY	shock treatment	?
TEACHER	shock treatment	?
TRIO	shock treatment	?
CAMMI	sideways	?
CHRISTINE	sideways	?
EVELYN	sideways	?
GARY	sideways	?
JACK	sideways	m
MAN	sideways	?
MAYA	sideways	f
MILES	sideways	m
PHYLLIS	sideways	?
POURER	sideways	?
STEPHANIE	sideways	?
VICTORIA	sideways	f
BO	signs	?
COLLEEN	signs	?
CREWCUT GUY	signs	?
GRAHAM	signs	m
MERRILL	signs	m
MORGAN	signs	m
OFFICER PASKI	signs	f
DAWSON	silverado	?
EMMETT	silverado	m
EZRA	silverado	?
HANNAH	silverado	?
HOBART	silverado	?
J.T.	silverado	?
JAKE	silverado	?
KATE	silverado	?
KELLY	silverado	?
LANGSTON	silverado	?
MAL	silverado	?
MCKENDRICK	silverado	?
PADEN	silverado	m
PROPRIETOR	silverado	?
RAE	silverado	?
SHERIFF COBB	silverado	?
STELLA	silverado	f
DETECTIVE	simone	?
ELAINE	simone	f
FAITH	simone	?
FRANK BRAND	simone	?
HAL	simone	?
HANK	simone	?
HARRY	simone	?
KENT	simone	?
LAINEY	simone	?
LAWYER	simone	?
MAX	simone	?
MILTON	simone	?
NICOLA	simone	?
PREMIERE REPORTER 2	simone	?
SECURITY GUARD	simone	?
SIMONE	simone	?
SIMONE / VIKTOR	simone	?
VIKTOR	simone	m
ANNA	the sixth sense	?
COLE	the sixth sense	m
DARREN'S MOM	the sixth sense	?
LYNN	the sixth sense	f
MALCOLM	the sixth sense	m
MAN'S VOICE	the sixth sense	?
MR. CUNNINGHAM	the sixth sense	?
BILLY BOB	slash	?
CANDY	slash	?
CARL	slash	?
GENE	slash	?
IAN	slash	?
JEREMIAH	slash	m
KAREN	slash	?
KEITH	slash	?
MAC	slash	m
RAY	slash	?
ROD	slash	?
SUZIE	slash	f
BILL	slither	m
BRENDA	slither	?
BUTCHER	slither	?
GRANT	slither	f
JACK	slither	?
KYLIE	slither	?
MARGARET	slither	?
SHELBY	slither	?
STARLA	slither	f
TREVOR	slither	?
WALLY	slither	?
BANDIT	smokey and the bandit	m
CLAYTON	smokey and the bandit	?
CLEDUS	smokey and the bandit	m
DICKEY	smokey and the bandit	?
HOT PANTS	smokey and the bandit	?
KATE	smokey and the bandit	f
KYLE	smokey and the bandit	?
OWNER	smokey and the bandit	?
VOICE	smokey and the bandit	?
VOICE ONE	smokey and the bandit	?
VOICE TWO	smokey and the bandit	?
WAITRESS	smokey and the bandit	?
ACOSTA	smokin' aces	?
CARRUTHERS	smokin' aces	m
CASINO EMPLOYEE	smokin' aces	?
DARWIN TREMOR	smokin' aces	?
DR. GILL	smokin' aces	?
DUPREE	smokin' aces	?
ELMORE	smokin' aces	?
HUGO	smokin' aces	m
ISRAEL	smokin' aces	m
LOCKE	smokin' aces	m
MECKLEN	smokin' aces	?
MESSNER	smokin' aces	m
PADICHE	smokin' aces	m
SECURITY SUPERVISOR	smokin' aces	?
SERNA	smokin' aces	m
SIR IVY	smokin' aces	?
SYKES	smokin' aces	f
WATTERS	smokin' aces	f
WYMAN	smokin' aces	?
GIBARIAN	solaris	?
KELVIN	solaris	m
RHEYA	solaris	f
SARTORIUS	solaris	?
SNOW	solaris	m
CLAIRE	someone to watch over me	f
ELLIE	someone to watch over me	f
GARBER	someone to watch over me	?
GIDDINGS	someone to watch over me	?
KOONTZ	someone to watch over me	?
MIKE	someone to watch over me	m
NEIL	someone to watch over me	?
PRETTY YOUNG THING	someone to watch over me	?
T.J.	someone to watch over me	?
TOMMY	someone to watch over me	m
VENZA	someone to watch over me	?
WIN	someone to watch over me	?
ADELE	spider-man	?
BEN	spider-man	m
FLASH	spider-man	?
HARRY	spider-man	?
HOGAN	spider-man	?
JAMESON	spider-man	?
LEIBER	spider-man	?
LETTERMAN	spider-man	?
LIZ	spider-man	f
MAROTTA	spider-man	?
MAY	spider-man	f
NURSE VOICE	spider-man	?
OCK	spider-man	?
PETER	spider-man	m
REISS	spider-man	?
ROZ	spider-man	?
SPIDER-MAN	spider-man	m
THORKEL	spider-man	?
BAGRADIAN	stalag 17	?
BLONDIE	stalag 17	?
COOKIE	stalag 17	?
DUKE	stalag 17	m
DUNBAR	stalag 17	?
GENEVA MAN	stalag 17	?
GERMAN LIEUTENANT	stalag 17	?
HARRY	stalag 17	m
HOFFY	stalag 17	m
MARKO	stalag 17	?
P.O.W.S	stalag 17	?
PRICE	stalag 17	m
SCHULTZ	stalag 17	?
SEFTON	stalag 17	m
STOSH	stalag 17	m
VON SCHERBACH	stalag 17	?
B'ETOR	star trek: generations	?
CHEKOV	star trek: generations	?
DATA	star trek: generations	m
DEMORA	star trek: generations	?
GUINAN	star trek: generations	f
HARRIMAN	star trek: generations	?
KIRK	star trek: generations	?
LA FORGE	star trek: generations	m
LURSA	star trek: generations	?
PICARD	star trek: generations	m
RIKER	star trek: generations	?
SCOTTY	star trek: generations	?
SORAN	star trek: generations	?
TROI	star trek: generations	?
WORF	star trek: generations	?
1ST OFFICER	star trek iii: the search for spock	?
CAPTAIN	star trek iii: the search for spock	?
CHEKOV	star trek iii: the search for spock	m
COMM OFFICER	star trek iii: the search for spock	?
DAVID	star trek iii: the search for spock	m
ESTEBAN	star trek iii: the search for spock	?
KIRK	star trek iii: the search for spock	m
KRUGE	star trek iii: the search for spock	?
LIEUTENANT	star trek iii: the search for spock	?
MALTZ	star trek iii: the search for spock	?
MORROW	star trek iii: the search for spock	?
SAAVIK	star trek iii: the search for spock	f
SAREK	star trek iii: the search for spock	m
SCOTTY	star trek iii: the search for spock	?
SPOCK	star trek iii: the search for spock	?
STYLES	star trek iii: the search for spock	?
SULU	star trek iii: the search for spock	m
TORG	star trek iii: the search for spock	?
UHURA	star trek iii: the search for spock	?
WOMAN	star trek iii: the search for spock	?
BONES	star trek: the wrath of khan	m
CAROL	star trek: the wrath of khan	?
CHEKOV	star trek: the wrath of khan	?
DAVID	star trek: the wrath of khan	m
JOACHIM	star trek: the wrath of khan	?
KHAN	star trek: the wrath of khan	?
KIRK	star trek: the wrath of khan	m
PRESTON	star trek: the wrath of khan	?
SAAVIK	star trek: the wrath of khan	f
SCOTTY	star trek: the wrath of khan	?
SCOTTY'S VOICE	star trek: the wrath of khan	?
SPOCK	star trek: the wrath of khan	m
SPOCK'S VOICE	star trek: the wrath of khan	?
SULU	star trek: the wrath of khan	?
TERRELL	star trek: the wrath of khan	?
UHURA	star trek: the wrath of khan	?
UHURA'S VOICE	star trek: the wrath of khan	?
AMANDA	star trek iv: the voyage home	?
BOB	star trek iv: the voyage home	?
BONES	star trek iv: the voyage home	m
CAPTAIN	star trek iv: the voyage home	?
CHEKOV	star trek iv: the voyage home	?
COUNCIL PRESIDENT	star trek iv: the voyage home	?
DOCTOR	star trek iv: the voyage home	?
FBI AGENT	star trek iv: the voyage home	?
GILLIAN	star trek iv: the voyage home	f
KIRK	star trek iv: the voyage home	m
KLINGON AMBASSADOR	star trek iv: the voyage home	?
MORROW	star trek iv: the voyage home	?
NICHOLS	star trek iv: the voyage home	?
PILOT	star trek iv: the voyage home	?
SAAVIK	star trek iv: the voyage home	?
SAREK	star trek iv: the voyage home	?
SCIENCE OFFICER	star trek iv: the voyage home	?
SCOTTY	star trek iv: the voyage home	m
SPOCK	star trek iv: the voyage home	m
SULU	star trek iv: the voyage home	?
THE BOY	star trek iv: the voyage home	?
UHURA	star trek iv: the voyage home	?
ANIJ	star trek: insurrection	f
ARTIM	star trek: insurrection	m
CRUSHER	star trek: insurrection	?
DATA	star trek: insurrection	m
DOUGHERTY	star trek: insurrection	m
GALLATIN	star trek: insurrection	?
LA FORGE	star trek: insurrection	?
NARA	star trek: insurrection	?
PERIM	star trek: insurrection	?
PICARD	star trek: insurrection	m
PICARD'S COM VOICE	star trek: insurrection	?
RIKER	star trek: insurrection	m
RIKER'S COM VOICE	star trek: insurrection	?
RU'AFO	star trek: insurrection	?
SOJEF	star trek: insurrection	?
SON'A OFFICER #2	star trek: insurrection	?
TROI	star trek: insurrection	f
WORF	star trek: insurrection	m
WORF'S COM VOICE	star trek: insurrection	?
ADMIRAL HAYES	star trek: first contact	?
BEVERLY	star trek: first contact	f
BORG QUEEN	star trek: first contact	f
DATA	star trek: first contact	m
DOCTOR	star trek: first contact	?
GEORDI	star trek: first contact	m
GEORDI'S VOICE	star trek: first contact	?
PICARD	star trek: first contact	m
PICARD'S VOICE	star trek: first contact	?
RIKER	star trek: first contact	m
RIKER'S COM VOICE	star trek: first contact	?
RUBY	star trek: first contact	f
SCRIMM	star trek: first contact	?
TROI	star trek: first contact	?
WOMAN'S VOICE	star trek: first contact	?
WORF	star trek: first contact	m
ADMIRAL DONALD	star trek vi: the undiscovered country	?
BONES	star trek vi: the undiscovered country	m
CHANG	star trek vi: the undiscovered country	m
CHEKOV	star trek vi: the undiscovered country	?
COMMUNICATIONS OFFICER	star trek vi: the undiscovered country	?
GORKON	star trek vi: the undiscovered country	?
KIRK	star trek vi: the undiscovered country	m
LT. SAAVIK	star trek vi: the undiscovered country	?
MARTIA	star trek vi: the undiscovered country	?
MARTIA'S VOICE	star trek vi: the undiscovered country	?
OFFICER	star trek vi: the undiscovered country	?
PRESIDENT	star trek vi: the undiscovered country	?
SCIENCE OFFICER	star trek vi: the undiscovered country	?
SCOTTY	star trek vi: the undiscovered country	m
SPOCK	star trek vi: the undiscovered country	m
SULU	star trek vi: the undiscovered country	?
UHURA	star trek vi: the undiscovered country	?
B-9	star trek: nemesis	?
BEVERLY	star trek: nemesis	f
DATA	star trek: nemesis	m
DEANNA	star trek: nemesis	f
DONATRA	star trek: nemesis	?
GEORDI	star trek: nemesis	m
HEAD	star trek: nemesis	?
JANEWAY	star trek: nemesis	?
PICARD	star trek: nemesis	m
REMAN OFFICER	star trek: nemesis	?
RIKER	star trek: nemesis	m
SHINZON	star trek: nemesis	m
SURAN	star trek: nemesis	?
VICEROY	star trek: nemesis	?
WORF	star trek: nemesis	?
BENNY	starman	?
CLERK	starman	?
COOK	starman	?
DRIVER	starman	?
FOX	starman	m
JENNY	starman	f
LYMAN	starman	?
MAJOR BELL	starman	m
MAN	starman	?
OFFICER	starman	?
SECURITY GUARD	starman	?
SHERMIN	starman	m
STAR MAN	starman	m
TEENAGER	starman	?
WOMAN	starman	?
BEEMER	strange days	?
EDUARDO	strange days	?
FAITH	strange days	f
KEITH	strange days	?
LENNY	strange days	m
MACE	strange days	f
MAX	strange days	m
STRICKLAND	strange days	?
TICK	strange days	m
TRAN	strange days	?
ZANDER	strange days	?
CANDY	suspect zero	?
DAITZ	suspect zero	?
DUNCAN	suspect zero	?
DYLAN	suspect zero	m
EAGLEFOOT	suspect zero	?
FOREMAN	suspect zero	?
HAROLD	suspect zero	?
JANITA	suspect zero	?
KOESSLER	suspect zero	m
KULOK	suspect zero	f
LOW	suspect zero	?
MACKELWAY	suspect zero	m
MURMAN	suspect zero	?
SALINAS	suspect zero	?
ZERO	suspect zero	?
ANSWERING MACHINE	swingers	?
BLONDE	swingers	?
BRUNETTE	swingers	f
CHARLES	swingers	?
CHRISTY	swingers	?
DEALER	swingers	?
LISA	swingers	?
LORRAINE	swingers	f
MICHELLE	swingers	?
MIKE	swingers	m
NIKKI	swingers	?
ROB	swingers	m
SUE	swingers	m
TRENT	swingers	m
WAITRESS	swingers	?
BONASERA	the godfather	?
CARLO	the godfather	?
CLEMENZA	the godfather	?
CONNIE	the godfather	?
DON CORLEONE	the godfather	m
DON TOMMASSINO	the godfather	?
FABRIZZIO	the godfather	?
FREDO	the godfather	?
HAGEN	the godfather	m
JOHNNY	the godfather	?
KAY	the godfather	f
MICHAEL	the godfather	m
MOE	the godfather	?
NAZORINE	the godfather	?
NURSE	the godfather	?
PAULIE	the godfather	?
PRIEST	the godfather	?
SOLLOZZO	the godfather	?
SONNY	the godfather	m
TESSIO	the godfather	?
VITELLI	the godfather	?
VOICE	the godfather	?
WOLTZ	the godfather	?
DICKIE	the talented mr. ripley	m
FREDDIE	the talented mr. ripley	m
HERBERT GREENLEAF	the talented mr. ripley	?
JOAN	the talented mr. ripley	?
MACCARRON	the talented mr. ripley	?
MARGE	the talented mr. ripley	f
MEREDITH	the talented mr. ripley	f
PETER	the talented mr. ripley	m
RIPLEY	the talented mr. ripley	m
ROVERINI	the talented mr. ripley	m
VERRECCHIA	the talented mr. ripley	?
ANDY	taxi driver	?
BETSY	taxi driver	f
CONCESSION GIRL	taxi driver	?
DOUGH-BOY	taxi driver	m
IRIS	taxi driver	f
MAN IN BUSINESS SUIT	taxi driver	?
PALANTINE	taxi driver	?
PERSONNEL OFFICER	taxi driver	m
SECRET SERVICE MAN	taxi driver	?
SPORT	taxi driver	?
TOM	taxi driver	m
TRAVIS	taxi driver	m
WIZARD	taxi driver	m
CARLA	the rock	?
GOODSPEED	the rock	m
MASON	the rock	m
SANCHEZ	the rock	?
ADELE	the majestic	f
CLYDE	the majestic	m
DOYLE	the majestic	?
ELDRIDGE	the majestic	?
FITTS	the majestic	?
HARRY	the majestic	m
JERRY	the majestic	?
LARDNER	the majestic	?
LEO	the majestic	m
LUKE	the majestic	m
MRS. TERWILLIGER	the majestic	?
OLD TIM	the majestic	?
PETE	the majestic	m
SANDRA	the majestic	?
SAUNDERS	the majestic	?
STANTON	the majestic	?
SUPER	the majestic	?
ANNIE	the birds	f
CATHY	the birds	?
CLERK	the birds	f
DEKE	the birds	?
HARRY'S VOICE	the birds	?
HELEN	the birds	?
LYDIA	the birds	f
MALONE	the birds	?
MAN	the birds	?
MELANIE	the birds	f
MITCH	the birds	m
MRS. BUNDY	the birds	?
MRS. MACGRUDER	the birds	f
SALESMAN	the birds	?
SHOLES	the birds	?
WOMAN	the birds	?
FETTES	the body snatcher	m
GEORGINA	the body snatcher	?
GRAY	the body snatcher	m
JOSEPH	the body snatcher	?
MACFARLANE	the body snatcher	m
MEG	the body snatcher	f
MRS. MACBRIDE	the body snatcher	?
MRS. MARSH	the body snatcher	?
ALEX	the crow: salvation	m
CAPTAIN	the crow: salvation	?
DUTTON	the crow: salvation	?
ERIN	the crow: salvation	f
ERLICH	the crow: salvation	?
MADDEN	the crow: salvation	?
RANDALL	the crow: salvation	f
TOMMY	the crow: salvation	?
TOOMEY	the crow: salvation	?
TRACY	the crow: salvation	?
WALSH	the crow: salvation	?
BARNHARDT	the day the earth stood still	m
BOBBY	the day the earth stood still	?
CAPTAIN	the day the earth stood still	?
HARLEY	the day the earth stood still	m
HELEN	the day the earth stood still	f
HILDA	the day the earth stood still	?
JEWELER	the day the earth stood still	?
KLAATU	the day the earth stood still	m
LIEUTENANT	the day the earth stood still	?
MAJOR	the day the earth stood still	?
TOM	the day the earth stood still	m
ALAN	the lost boys	m
DAVID	the lost boys	m
EDGAR	the lost boys	?
GRANDPA	the lost boys	?
LADDIE	the lost boys	?
LUCY	the lost boys	f
MAX	the lost boys	m
MICHAEL	the lost boys	m
SAM	the lost boys	m
STAR	the lost boys	f
BENNINGS	the thing	?
BLAIR	the thing	?
CHILDS	the thing	m
CLARK	the thing	?
DR. COPPER	the thing	?
FUCHS	the thing	?
GARRY	the thing	?
MACREADY	the thing	m
NAULS	the thing	?
NORRIS	the thing	?
PALMER	the thing	m
SANCHEZ	the thing	?
ALEXANDER	the time machine	m
DEAN FULTON	the time machine	?
EMMA	the time machine	f
KALEN	the time machine	m
KORUS	the time machine	?
MARA	the time machine	f
MOTORIST	the time machine	?
MRS. WATCHIT	the time machine	?
OVERLORD	the time machine	m
PHILBY	the time machine	m
THIN MAN	the time machine	?
VOX	the time machine	m
VOX KIOSK	the time machine	?
BECKER	the jacket	m
DAMON	the jacket	?
DR. GRIES	the jacket	?
DR. LORENSON	the jacket	?
DR. MORGAN	the jacket	?
JACKIE	the jacket	f
JEAN	the jacket	?
LORENSON	the jacket	f
MACKENZIE	the jacket	m
STARKS	the jacket	m
TENNY	the jacket	?
WAITRESS	the jacket	f
DARRYL	thelma & louise	?
HAL	thelma & louise	?
HARLAN	thelma & louise	?
J.D.	thelma & louise	m
JIMMY	thelma & louise	m
LENA	thelma & louise	?
LOUISE	thelma & louise	f
MAJOR	thelma & louise	?
MAX	thelma & louise	?
PATROLMAN	thelma & louise	?
SARAH	thelma & louise	?
THELMA	thelma & louise	f
TRUCKER	thelma & louise	?
BOSS'S DISABLED BROTHER	there's something about mary	?
DETECTIVE CAVALLO	there's something about mary	?
DOM	there's something about mary	m
DR. LALONDE	there's something about mary	?
FRIEND #1	there's something about mary	?
HEALY	there's something about mary	m
HITCHHIKER	there's something about mary	?
JOANIE	there's something about mary	?
MAGDA	there's something about mary	f
MARY	there's something about mary	f
MARY'S DAD	there's something about mary	?
MARY'S MOM	there's something about mary	?
POLICE OFFICER	there's something about mary	?
RENISE	there's something about mary	?
SULLY	there's something about mary	m
TED	there's something about mary	m
TUCKER	there's something about mary	m
WARREN	there's something about mary	?
ADMIRAL ANDERSON	thirteen days	?
BOBBY	thirteen days	?
BUNDY	thirteen days	?
DOBRYNIN	thirteen days	?
FOMIN	thirteen days	?
GENERAL TAYLOR	thirteen days	?
HELEN	thirteen days	?
KENNY	thirteen days	m
KEVIN	thirteen days	?
MCCONE	thirteen days	?
MCNAMARA	thirteen days	?
RESTON	thirteen days	?
SCALI	thirteen days	?
THE PRESIDENT	thirteen days	m
CARL	thunderheart	?
CLEAR MOON	thunderheart	?
COOCH	thunderheart	m
CROW HORSE	thunderheart	m
DENNIS	thunderheart	?
LOOKS TWICE	thunderheart	?
MAGGIE	thunderheart	?
RADIO	thunderheart	?
RAY	thunderheart	m
TULLY	thunderheart	?
YELLOW BIRD	thunderheart	?
CHARLIE	top gun	f
CHP	top gun	?
COUGAR	top gun	m
FUNGUS	top gun	?
GIRL	top gun	?
GOOSE	top gun	m
HOLLYWOOD	top gun	?
ICE	top gun	m
ICEMAN	top gun	?
JESTER	top gun	?
MAVERICK	top gun	m
SLIDER	top gun	?
STINGER	top gun	?
VIPER	top gun	m
WIZARD	top gun	?
WOLFMAN	top gun	?
BENNY	total recall	?
CALLER	total recall	?
CLERK	total recall	?
COHAAGEN	total recall	m
DR. LULL	total recall	?
EDGEMAR	total recall	m
EVERETT	total recall	?
GEORGE	total recall	?
HARRY	total recall	m
HELM	total recall	?
JOHNNY	total recall	?
LORI	total recall	f
MCCLANE	total recall	m
MELINA	total recall	f
QUAID	total recall	m
RICHTER	total recall	?
STEVENS	total recall	?
BURT	tremors	?
EARL	tremors	m
